,ID,block,trial_number,food,reaction_time,rating,fat,sugar
4793,22,health,69,cheese,0.71,7.0,high,low
4794,22,health,70,pizza,0.54,3.0,high,low
4795,22,health,71,carrot,1.23,6.0,high,high
4796,22,health,72,bacon,3.83,1.0,low,high
4797,22,health,73,cheese,3.45,2.0,high,low
4798,22,health,74,spinach,3.15,10.0,low,low
4799,22,health,75,peach,2.4,6.0,high,low
4800,22,taste,1,carrot,2.51,4.0,high,high
4801,22,taste,2,donut,3.31,7.0,high,high
4802,22,taste,3,turkey,0.81,6.0,high,low
4803,22,taste,4,nuts,0.89,8.0,low,high
4804,22,taste,5,fries,3.62,6.0,low,high
4805,22,taste,6,cereal,3.5,10.0,high,high
4806,22,taste,7,steak,0.94,9.0,high,low
4807,22,taste,8,salmon,3.31,1.0,low,low
4808,22,taste,9,nuts,2.41,1.0,low,high
4809,22,taste,10,grapes,3.56,4.0,high,high
4810,22,taste,11,syrup,1.83,1.0,low,low
4811,22,taste,12,apple,1.17,10.0,high,low
4812,22,taste,13,pear,0.89,1.0,high,high
4813,22,taste,14,cookie,2.05,10.0,high,high
4814,22,taste,15,apple,3.23,3.0,high,low
4815,22,taste,16,kale,3.03,10.0,low,high
4816,22,taste,17,soda,1.86,5.0,low,high
4817,22,taste,18,nuts,2.87,1.0,low,high
4818,22,taste,19,cookie,1.89,6.0,high,high
4819,22,taste,20,carrot,3.32,7.0,high,high
4820,22,taste,21,pasta,1.57,7.0,low,high
4821,22,taste,22,cranberries,2.42,7.0,high,low
4822,22,taste,23,syrup,2.72,6.0,low,low
4823,22,taste,24,rice,1.92,8.0,low,low
4824,22,taste,25,avocado,2.85,1.0,low,low
4825,22,taste,26,toast,1.17,8.0,high,high
4826,22,taste,27,ice cream,2.03,7.0,high,low
4827,22,taste,28,onion rings,2.66,9.0,low,low
4828,22,taste,29,yogurt,,,low,high
4829,22,taste,30,waffles,1.68,9.0,low,low
4830,22,taste,31,cereal,2.85,7.0,high,high
4831,22,taste,32,lettuce,1.23,2.0,low,high
4832,22,taste,33,cheese,,,high,low
4833,22,taste,34,mango,1.03,2.0,low,low
4834,22,taste,35,rice,0.57,7.0,low,low
4835,22,taste,36,granola,0.78,5.0,low,low
4836,22,taste,37,donut,3.03,1.0,high,high
4837,22,taste,38,pear,2.08,5.0,high,high
4838,22,taste,39,yogurt,1.3,3.0,low,high
4839,22,taste,40,mango,2.12,1.0,low,low
4840,22,taste,41,rice,0.56,7.0,low,low
4841,22,taste,42,mango,1.57,2.0,low,low
4842,22,taste,43,avocado,3.69,2.0,low,low
4843,22,taste,44,milk,2.97,7.0,low,high
4844,22,taste,45,fries,,,low,high
4845,22,taste,46,pizza,1.69,4.0,high,low
4846,22,taste,47,pear,3.26,1.0,high,high
4847,22,taste,48,yogurt,2.21,4.0,low,high
4848,22,taste,49,beef,3.32,2.0,high,high
4849,22,taste,50,cake,2.86,8.0,high,low
4850,22,taste,51,watermelon,1.87,2.0,low,high
4851,22,taste,52,tofu,3.88,10.0,low,high
4852,22,taste,53,turkey,3.01,7.0,high,low
4853,22,taste,54,candy,1.45,3.0,high,low
4854,22,taste,55,candy,0.71,5.0,high,low
4855,22,taste,56,onion rings,2.46,10.0,low,low
4856,22,taste,57,granola,3.51,4.0,low,low
4857,22,taste,58,peanut butter,1.59,6.0,low,low
4858,22,taste,59,chocolate,1.69,4.0,high,high
4859,22,taste,60,milk,1.55,2.0,low,high
4860,22,taste,61,beef,2.6,6.0,high,high
4861,22,taste,62,soda,2.26,4.0,low,high
4862,22,taste,63,soda,0.57,2.0,low,high
4863,22,taste,64,chicken,0.94,5.0,low,low
4864,22,taste,65,tofu,0.75,7.0,low,high
4865,22,taste,66,lettuce,2.53,4.0,low,high
4866,22,taste,67,chicken,2.75,8.0,low,low
4867,22,taste,68,chocolate,3.32,6.0,high,high
4868,22,taste,69,cucumber,1.3,1.0,low,high
4869,22,taste,70,burger,2.07,2.0,high,high
4870,22,taste,71,ice cream,2.57,3.0,high,low
4871,22,taste,72,grapes,3.66,6.0,high,high
4872,22,taste,73,pear,3.43,3.0,high,high
4873,22,taste,74,kale,0.51,7.0,low,high
4874,22,taste,75,steak,3.1,8.0,high,low
4875,22,choice,1,beans,0.68,9.0,low,high
4876,22,choice,2,milk,2.41,3.0,low,high
4877,22,choice,3,bacon,0.7,3.0,low,high
4878,22,choice,4,avocado,1.59,7.0,low,low
4879,22,choice,5,watermelon,2.4,6.0,low,high
4880,22,choice,6,milk,1.76,3.0,low,high
4881,22,choice,7,lettuce,1.3,4.0,low,high
4882,22,choice,8,pizza,2.58,5.0,high,low
4883,22,choice,9,onion rings,2.27,1.0,low,low
4884,22,choice,10,cheese,,,high,low
4885,22,choice,11,peanut butter,3.94,6.0,low,low
4886,22,choice,12,steak,1.89,10.0,high,low
4887,22,choice,13,banana,1.82,4.0,low,low
4888,22,choice,14,cereal,2.12,8.0,high,high
4889,22,choice,15,waffles,2.42,3.0,low,low
4890,22,choice,16,nuts,1.58,6.0,low,high
4891,22,choice,17,cranberries,2.4,5.0,high,low
4892,22,choice,18,onion rings,3.84,10.0,low,low
4893,22,choice,19,cucumber,2.4,10.0,low,high
4894,22,choice,20,oatmeal,2.31,10.0,high,low
4895,22,choice,21,cucumber,2.08,4.0,low,high
4896,22,choice,22,popcorn,2.98,4.0,low,low
4897,22,choice,23,pasta,1.88,10.0,low,high
4898,22,choice,24,chicken,3.26,6.0,low,low
4899,22,choice,25,milk,2.28,3.0,low,high
4900,22,choice,26,pasta,2.14,10.0,low,high
4901,22,choice,27,pear,3.11,5.0,high,high
4902,22,choice,28,yogurt,1.0,8.0,low,high
4903,22,choice,29,mango,3.44,10.0,low,low
4904,22,choice,30,onion rings,1.08,4.0,low,low
4905,22,choice,31,shrimp,1.19,3.0,high,high
4906,22,choice,32,waffles,1.69,3.0,low,low
4907,22,choice,33,shrimp,0.64,5.0,high,high
4908,22,choice,34,syrup,2.72,10.0,low,low
4909,22,choice,35,candy,0.51,10.0,high,low
4910,22,choice,36,donut,3.99,6.0,high,high
4911,22,choice,37,tofu,2.05,10.0,low,high
4912,22,choice,38,peach,1.67,1.0,high,low
4913,22,choice,39,toast,3.03,5.0,high,high
4914,22,choice,40,bacon,3.51,5.0,low,high
4915,22,choice,41,watermelon,3.4,2.0,low,high
4916,22,choice,42,cereal,3.45,2.0,high,high
4917,22,choice,43,kale,0.92,9.0,low,high
4918,22,choice,44,yogurt,1.59,2.0,low,high
4919,22,choice,45,avocado,3.25,5.0,low,low
4920,22,choice,46,waffles,1.79,5.0,low,low
4921,22,choice,47,carrot,2.09,6.0,high,high
4922,22,choice,48,beef,1.28,2.0,high,high
4923,22,choice,49,cucumber,3.27,5.0,low,high
4924,22,choice,50,peach,,,high,low
4925,22,choice,51,chocolate,1.4,3.0,high,high
4926,22,choice,52,donut,3.48,2.0,high,high
4927,22,choice,53,milk,3.36,7.0,low,high
4928,22,choice,54,kale,3.4,3.0,low,high
4929,22,choice,55,nuts,2.24,6.0,low,high
4930,22,choice,56,cereal,3.9,4.0,high,high
4931,22,choice,57,pear,2.57,1.0,high,high
4932,22,choice,58,apple,2.31,10.0,high,low
4933,22,choice,59,cheese,1.47,2.0,high,low
4934,22,choice,60,broccoli,2.54,10.0,low,high
4935,22,choice,61,syrup,2.99,4.0,low,low
4936,22,choice,62,milk,1.28,6.0,low,high
4937,22,choice,63,peanut butter,3.2,8.0,low,low
4938,22,choice,64,soda,3.08,8.0,low,high
4939,22,choice,65,watermelon,1.36,10.0,low,high
4940,22,choice,66,ice cream,2.29,6.0,high,low
4941,22,choice,67,peach,1.63,1.0,high,low
4942,22,choice,68,burger,3.03,8.0,high,high
4943,22,choice,69,toast,1.48,7.0,high,high
4944,22,choice,70,cucumber,3.67,1.0,low,high
4945,22,choice,71,tofu,3.59,2.0,low,high
4946,22,choice,72,nuts,1.76,10.0,low,high
4947,22,choice,73,syrup,3.83,7.0,low,low
4948,22,choice,74,soda,3.34,5.0,low,high
4949,22,choice,75,eggs,3.64,8.0,low,low
4950,23,health,1,waffles,3.84,10.0,low,low
4951,23,health,2,rice,2.33,7.0,low,low
4952,23,health,3,cranberries,3.49,6.0,high,low
4953,23,health,4,cucumber,3.76,10.0,low,high
4954,23,health,5,broccoli,1.49,10.0,low,high
4955,23,health,6,salmon,2.09,3.0,low,low
4956,23,health,7,spinach,0.77,6.0,low,low
4957,23,health,8,cheese,3.86,3.0,high,low
4958,23,health,9,fries,0.75,7.0,low,high
4959,23,health,10,lettuce,3.23,6.0,low,high
4960,23,health,11,grapes,1.65,2.0,high,high
4961,23,health,12,candy,1.54,7.0,high,low
4962,23,health,13,cheese,2.35,10.0,high,low
4963,23,health,14,beef,3.96,9.0,high,high
4964,23,health,15,beans,1.7,3.0,low,high
4965,23,health,16,lettuce,3.91,10.0,low,high
4966,23,health,17,rice,2.36,6.0,low,low
4967,23,health,18,grapes,1.71,3.0,high,high
4968,23,health,19,rice,3.81,10.0,low,low
4969,23,health,20,pear,3.94,1.0,high,high
4970,23,health,21,ice cream,1.31,3.0,high,low
4971,23,health,22,bacon,3.14,10.0,low,high
4972,23,health,23,banana,3.51,9.0,low,low
4973,23,health,24,broccoli,2.04,5.0,low,high
4974,23,health,25,granola,1.37,9.0,low,low
4975,23,health,26,syrup,1.0,10.0,low,low
4976,23,health,27,granola,0.71,9.0,low,low
4977,23,health,28,bacon,3.3,8.0,low,high
4978,23,health,29,peach,2.28,3.0,high,low
4979,23,health,30,toast,1.31,7.0,high,high
4980,23,health,31,soda,3.77,10.0,low,high
4981,23,health,32,toast,1.32,4.0,high,high
4982,23,health,33,cheese,3.27,8.0,high,low
4983,23,health,34,bacon,0.87,8.0,low,high
4984,23,health,35,banana,1.39,3.0,low,low
4985,23,health,36,cookie,2.86,7.0,high,high
4986,23,health,37,cookie,3.77,10.0,high,high
4987,23,health,38,avocado,0.94,1.0,low,low
4988,23,health,39,chicken,3.36,10.0,low,low
4989,23,health,40,apple,0.54,6.0,high,low
4990,23,health,41,chicken,3.03,8.0,low,low
4991,23,health,42,chocolate,3.11,6.0,high,high
4992,23,health,43,yogurt,2.32,3.0,low,high
4993,23,health,44,beef,0.74,7.0,high,high
4994,23,health,45,pear,2.23,6.0,high,high
4995,23,health,46,oatmeal,3.55,3.0,high,low
4996,23,health,47,soda,1.03,7.0,low,high
4997,23,health,48,cereal,0.71,9.0,high,high
4998,23,health,49,pasta,3.17,5.0,low,high
4999,23,health,50,kale,3.84,1.0,low,high
5000,23,health,51,chocolate,2.56,3.0,high,high
5001,23,health,52,chocolate,0.87,2.0,high,high
5002,23,health,53,cake,0.66,1.0,high,low
5003,23,health,54,steak,2.62,6.0,high,low
5004,23,health,55,salmon,2.78,1.0,low,low
5005,23,health,56,candy,3.09,3.0,high,low
5006,23,health,57,pear,1.73,3.0,high,high
5007,23,health,58,broccoli,4.0,6.0,low,high
5008,23,health,59,fries,2.26,6.0,low,high
5009,23,health,60,chicken,3.99,10.0,low,low
5010,23,health,61,apple,2.33,2.0,high,low
5011,23,health,62,grapes,0.64,7.0,high,high
5012,23,health,63,salmon,3.43,3.0,low,low
5013,23,health,64,donut,2.08,9.0,high,high
5014,23,health,65,shrimp,0.91,3.0,high,high
5015,23,health,66,banana,1.41,7.0,low,low
5016,23,health,67,oatmeal,0.85,6.0,high,low
5017,23,health,68,shrimp,3.26,10.0,high,high
5018,23,health,69,avocado,2.43,4.0,low,low
5019,23,health,70,apple,3.56,3.0,high,low
5020,23,health,71,cucumber,0.57,7.0,low,high
5021,23,health,72,cranberries,2.97,5.0,high,low
5022,23,health,73,yogurt,2.56,8.0,low,high
5023,23,health,74,tofu,1.1,8.0,low,high
5024,23,health,75,shrimp,2.28,5.0,high,high
5025,23,taste,1,spinach,2.17,8.0,low,low
5026,23,taste,2,cucumber,1.73,5.0,low,high
5027,23,taste,3,cheese,3.49,7.0,high,low
5028,23,taste,4,eggs,2.54,4.0,low,low
5029,23,taste,5,turkey,2.68,5.0,high,low
5030,23,taste,6,beef,1.4,3.0,high,high
5031,23,taste,7,eggs,2.69,2.0,low,low
5032,23,taste,8,turkey,2.03,9.0,high,low
5033,23,taste,9,lettuce,2.6,8.0,low,high
5034,23,taste,10,watermelon,0.96,8.0,low,high
5035,23,taste,11,milk,1.46,1.0,low,high
5036,23,taste,12,granola,2.1,7.0,low,low
5037,23,taste,13,cheese,2.83,3.0,high,low
5038,23,taste,14,grapes,3.5,1.0,high,high
5039,23,taste,15,salmon,2.93,1.0,low,low
5040,23,taste,16,grapes,1.31,6.0,high,high
5041,23,taste,17,lettuce,2.56,1.0,low,high
5042,23,taste,18,donut,1.87,9.0,high,high
5043,23,taste,19,carrot,3.5,2.0,high,high
5044,23,taste,20,syrup,2.02,5.0,low,low
5045,23,taste,21,cake,1.25,5.0,high,low
5046,23,taste,22,shrimp,2.89,1.0,high,high
5047,23,taste,23,pizza,2.99,7.0,high,low
5048,23,taste,24,chicken,2.76,6.0,low,low
5049,23,taste,25,burger,1.26,9.0,high,high
5050,23,taste,26,waffles,2.23,1.0,low,low
5051,23,taste,27,soda,3.2,3.0,low,high
5052,23,taste,28,pasta,2.6,5.0,low,high
5053,23,taste,29,onion rings,2.4,7.0,low,low
5054,23,taste,30,nuts,1.62,9.0,low,high
5055,23,taste,31,apple,1.61,1.0,high,low
5056,23,taste,32,spinach,3.82,6.0,low,low
5057,23,taste,33,eggs,3.41,1.0,low,low
5058,23,taste,34,cookie,0.83,8.0,high,high
5059,23,taste,35,lettuce,0.66,4.0,low,high
5060,23,taste,36,pasta,1.91,7.0,low,high
5061,23,taste,37,donut,1.41,10.0,high,high
5062,23,taste,38,nuts,1.69,8.0,low,high
5063,23,taste,39,spinach,2.92,6.0,low,low
5064,23,taste,40,carrot,2.5,5.0,high,high
5065,23,taste,41,oatmeal,3.28,1.0,high,low
5066,23,taste,42,nuts,3.22,1.0,low,high
5067,23,taste,43,salmon,0.79,1.0,low,low
5068,23,taste,44,lettuce,1.38,9.0,low,high
5069,23,taste,45,cookie,2.0,5.0,high,high
5070,23,taste,46,grapes,2.22,3.0,high,high
5071,23,taste,47,popcorn,2.33,5.0,low,low
5072,23,taste,48,mango,2.24,10.0,low,low
5073,23,taste,49,salmon,1.96,8.0,low,low
5074,23,taste,50,waffles,0.63,7.0,low,low
5075,23,taste,51,turkey,3.36,8.0,high,low
5076,23,taste,52,bacon,3.49,3.0,low,high
5077,23,taste,53,steak,3.3,1.0,high,low
5078,23,taste,54,syrup,1.94,9.0,low,low
5079,23,taste,55,chicken,1.75,1.0,low,low
5080,23,taste,56,donut,1.59,2.0,high,high
5081,23,taste,57,fries,1.66,7.0,low,high
5082,23,taste,58,apple,3.19,6.0,high,low
5083,23,taste,59,cereal,3.43,5.0,high,high
5084,23,taste,60,peanut butter,1.07,6.0,low,low
5085,23,taste,61,cranberries,0.59,2.0,high,low
5086,23,taste,62,burger,0.67,5.0,high,high
5087,23,taste,63,kale,1.1,8.0,low,high
5088,23,taste,64,watermelon,3.49,6.0,low,high
5089,23,taste,65,grapes,1.09,6.0,high,high
5090,23,taste,66,cranberries,1.35,3.0,high,low
5091,23,taste,67,pear,3.28,4.0,high,high
5092,23,taste,68,kale,2.99,4.0,low,high
5093,23,taste,69,carrot,1.42,5.0,high,high
5094,23,taste,70,waffles,0.59,1.0,low,low
5095,23,taste,71,turkey,1.24,6.0,high,low
5096,23,taste,72,syrup,1.84,1.0,low,low
5097,23,taste,73,pasta,3.72,5.0,low,high
5098,23,taste,74,toast,1.86,7.0,high,high
5099,23,taste,75,milk,3.71,4.0,low,high
5100,23,choice,1,milk,2.52,2.0,low,high
5101,23,choice,2,oatmeal,2.98,9.0,high,low
5102,23,choice,3,pizza,2.87,8.0,high,low
5103,23,choice,4,broccoli,2.07,9.0,low,high
5104,23,choice,5,spinach,1.9,6.0,low,low
5105,23,choice,6,cranberries,3.08,10.0,high,low
5106,23,choice,7,broccoli,3.66,3.0,low,high
5107,23,choice,8,lettuce,3.55,8.0,low,high
5108,23,choice,9,chicken,2.57,6.0,low,low
5109,23,choice,10,carrot,0.54,9.0,high,high
5110,23,choice,11,peach,2.64,8.0,high,low
5111,23,choice,12,beans,3.93,5.0,low,high
5112,23,choice,13,syrup,2.74,8.0,low,low
5113,23,choice,14,cucumber,0.69,7.0,low,high
5114,23,choice,15,rice,1.49,6.0,low,low
5115,23,choice,16,peanut butter,1.14,6.0,low,low
5116,23,choice,17,milk,2.09,6.0,low,high
5117,23,choice,18,rice,2.42,8.0,low,low
5118,23,choice,19,ice cream,3.75,6.0,high,low
5119,23,choice,20,chicken,0.78,2.0,low,low
5120,23,choice,21,granola,2.58,4.0,low,low
5121,23,choice,22,syrup,0.76,8.0,low,low
5122,23,choice,23,onion rings,3.6,5.0,low,low
5123,23,choice,24,mango,2.92,4.0,low,low
5124,23,choice,25,donut,3.45,7.0,high,high
5125,23,choice,26,eggs,2.64,10.0,low,low
5126,23,choice,27,burger,1.33,2.0,high,high
5127,23,choice,28,granola,0.85,1.0,low,low
5128,23,choice,29,eggs,2.14,2.0,low,low
5129,23,choice,30,avocado,3.86,8.0,low,low
5130,23,choice,31,watermelon,3.5,3.0,low,high
5131,23,choice,32,cereal,2.4,3.0,high,high
5132,23,choice,33,milk,2.39,10.0,low,high
5133,23,choice,34,cake,3.53,9.0,high,low
5134,23,choice,35,syrup,1.53,4.0,low,low
5135,23,choice,36,granola,3.54,3.0,low,low
5136,23,choice,37,shrimp,2.19,8.0,high,high
5137,23,choice,38,granola,3.95,8.0,low,low
5138,23,choice,39,nuts,0.74,5.0,low,high
5139,23,choice,40,granola,1.89,4.0,low,low
5140,23,choice,41,yogurt,1.56,8.0,low,high
5141,23,choice,42,popcorn,3.62,10.0,low,low
5142,23,choice,43,toast,0.57,1.0,high,high
5143,23,choice,44,steak,1.96,7.0,high,low
5144,23,choice,45,donut,1.51,7.0,high,high
5145,23,choice,46,carrot,0.86,3.0,high,high
5146,23,choice,47,cranberries,0.93,6.0,high,low
5147,23,choice,48,beef,3.23,10.0,high,high
5148,23,choice,49,fries,3.92,8.0,low,high
5149,23,choice,50,lettuce,1.37,9.0,low,high
5150,23,choice,51,rice,2.84,6.0,low,low
5151,23,choice,52,kale,3.7,7.0,low,high
5152,23,choice,53,milk,2.61,4.0,low,high
5153,23,choice,54,fries,3.93,4.0,low,high
5154,23,choice,55,cereal,1.98,1.0,high,high
5155,23,choice,56,rice,3.0,4.0,low,low
5156,23,choice,57,fries,2.15,6.0,low,high
5157,23,choice,58,pasta,1.48,6.0,low,high
5158,23,choice,59,lettuce,3.24,9.0,low,high
5159,23,choice,60,pizza,2.95,4.0,high,low
5160,23,choice,61,popcorn,2.41,7.0,low,low
5161,23,choice,62,eggs,0.87,4.0,low,low
5162,23,choice,63,cake,2.7,5.0,high,low
5163,23,choice,64,kale,1.7,4.0,low,high
5164,23,choice,65,salmon,0.98,1.0,low,low
5165,23,choice,66,cake,3.85,7.0,high,low
5166,23,choice,67,cranberries,2.89,1.0,high,low
5167,23,choice,68,yogurt,0.76,9.0,low,high
5168,23,choice,69,cereal,1.57,1.0,high,high
5169,23,choice,70,chocolate,3.26,10.0,high,high
5170,23,choice,71,carrot,1.07,7.0,high,high
5171,23,choice,72,chocolate,2.18,7.0,high,high
5172,23,choice,73,carrot,2.81,4.0,high,high
5173,23,choice,74,apple,1.76,4.0,high,low
5174,23,choice,75,cheese,0.87,5.0,high,low
5175,24,health,1,broccoli,3.61,7.0,low,high
5176,24,health,2,carrot,3.0,6.0,high,high
5177,24,health,3,steak,2.74,3.0,high,low
5178,24,health,4,carrot,,,high,high
5179,24,health,5,syrup,3.21,8.0,low,low
5180,24,health,6,cereal,2.15,8.0,high,high
5181,24,health,7,shrimp,3.99,7.0,high,high
5182,24,health,8,tofu,2.44,5.0,low,high
5183,24,health,9,bacon,1.98,5.0,low,high
5184,24,health,10,popcorn,2.17,8.0,low,low
5185,24,health,11,chocolate,1.72,10.0,high,high
5186,24,health,12,tofu,1.77,9.0,low,high
5187,24,health,13,toast,3.66,7.0,high,high
5188,24,health,14,ice cream,3.88,8.0,high,low
5189,24,health,15,cookie,3.56,10.0,high,high
5190,24,health,16,cucumber,0.6,8.0,low,high
5191,24,health,17,avocado,1.45,9.0,low,low
5192,24,health,18,cereal,3.11,3.0,high,high
5193,24,health,19,steak,2.64,6.0,high,low
5194,24,health,20,turkey,3.78,9.0,high,low
5195,24,health,21,watermelon,1.5,9.0,low,high
5196,24,health,22,steak,3.26,6.0,high,low
5197,24,health,23,chicken,1.3,8.0,low,low
5198,24,health,24,banana,0.92,7.0,low,low
5199,24,health,25,cereal,3.27,5.0,high,high
5200,24,health,26,toast,1.11,2.0,high,high
5201,24,health,27,spinach,1.29,3.0,low,low
5202,24,health,28,peanut butter,1.9,4.0,low,low
5203,24,health,29,cookie,2.05,7.0,high,high
5204,24,health,30,turkey,1.41,8.0,high,low
5205,24,health,31,carrot,0.65,3.0,high,high
5206,24,health,32,chocolate,2.98,6.0,high,high
5207,24,health,33,nuts,2.68,10.0,low,high
5208,24,health,34,mango,2.45,1.0,low,low
5209,24,health,35,chicken,2.25,3.0,low,low
5210,24,health,36,cheese,3.67,1.0,high,low
5211,24,health,37,eggs,3.22,9.0,low,low
5212,24,health,38,chicken,1.14,1.0,low,low
5213,24,health,39,waffles,3.89,5.0,low,low
5214,24,health,40,waffles,2.81,8.0,low,low
5215,24,health,41,broccoli,0.93,5.0,low,high
5216,24,health,42,onion rings,0.88,1.0,low,low
5217,24,health,43,carrot,3.67,10.0,high,high
5218,24,health,44,pizza,1.2,10.0,high,low
5219,24,health,45,cereal,0.98,2.0,high,high
5220,24,health,46,rice,0.85,8.0,low,low
5221,24,health,47,bacon,0.72,3.0,low,high
5222,24,health,48,apple,1.2,2.0,high,low
5223,24,health,49,ice cream,0.7,6.0,high,low
5224,24,health,50,banana,1.48,8.0,low,low
5225,24,health,51,waffles,2.76,5.0,low,low
5226,24,health,52,oatmeal,0.95,1.0,high,low
5227,24,health,53,cookie,2.63,9.0,high,high
5228,24,health,54,carrot,1.21,6.0,high,high
5229,24,health,55,oatmeal,1.88,10.0,high,low
5230,24,health,56,spinach,1.73,9.0,low,low
5231,24,health,57,tofu,3.14,2.0,low,high
5232,24,health,58,mango,0.56,3.0,low,low
5233,24,health,59,tofu,2.33,8.0,low,high
5234,24,health,60,milk,1.03,7.0,low,high
5235,24,health,61,soda,3.99,4.0,low,high
5236,24,health,62,soda,2.87,2.0,low,high
5237,24,health,63,pear,0.9,6.0,high,high
5238,24,health,64,lettuce,1.74,8.0,low,high
5239,24,health,65,beans,2.94,2.0,low,high
5240,24,health,66,mango,3.78,4.0,low,low
5241,24,health,67,salmon,2.52,7.0,low,low
5242,24,health,68,rice,0.78,3.0,low,low
5243,24,health,69,ice cream,1.85,5.0,high,low
5244,24,health,70,waffles,3.78,10.0,low,low
5245,24,health,71,cucumber,3.02,9.0,low,high
5246,24,health,72,ice cream,3.12,1.0,high,low
5247,24,health,73,peach,1.89,3.0,high,low
5248,24,health,74,donut,3.43,7.0,high,high
5249,24,health,75,kale,2.05,3.0,low,high
5250,24,taste,1,apple,1.24,2.0,high,low
5251,24,taste,2,peach,3.15,6.0,high,low
5252,24,taste,3,pasta,0.75,9.0,low,high
5253,24,taste,4,donut,0.8,7.0,high,high
5254,24,taste,5,broccoli,1.31,8.0,low,high
5255,24,taste,6,burger,3.7,10.0,high,high
5256,24,taste,7,beef,3.2,4.0,high,high
5257,24,taste,8,peanut butter,1.28,8.0,low,low
5258,24,taste,9,onion rings,0.58,4.0,low,low
5259,24,taste,10,toast,1.75,1.0,high,high
5260,24,taste,11,yogurt,0.7,9.0,low,high
5261,24,taste,12,pear,0.5,9.0,high,high
5262,24,taste,13,yogurt,3.56,6.0,low,high
5263,24,taste,14,kale,3.86,10.0,low,high
5264,24,taste,15,yogurt,1.58,8.0,low,high
5265,24,taste,16,syrup,1.75,1.0,low,low
5266,24,taste,17,turkey,3.03,7.0,high,low
5267,24,taste,18,cereal,3.61,3.0,high,high
5268,24,taste,19,grapes,1.37,1.0,high,high
5269,24,taste,20,onion rings,3.58,8.0,low,low
5270,24,taste,21,eggs,0.91,3.0,low,low
5271,24,taste,22,yogurt,1.59,4.0,low,high
5272,24,taste,23,peanut butter,1.45,5.0,low,low
5273,24,taste,24,steak,3.74,10.0,high,low
5274,24,taste,25,beef,,,high,high
5275,24,taste,26,cereal,3.14,10.0,high,high
5276,24,taste,27,yogurt,2.74,7.0,low,high
5277,24,taste,28,fries,3.65,9.0,low,high
5278,24,taste,29,toast,0.98,9.0,high,high
5279,24,taste,30,pizza,0.51,8.0,high,low
5280,24,taste,31,rice,1.13,3.0,low,low
5281,24,taste,32,spinach,3.31,10.0,low,low
5282,24,taste,33,milk,1.28,5.0,low,high
5283,24,taste,34,eggs,0.7,8.0,low,low
5284,24,taste,35,toast,2.19,5.0,high,high
5285,24,taste,36,beef,1.99,5.0,high,high
5286,24,taste,37,grapes,3.3,3.0,high,high
5287,24,taste,38,pear,2.2,10.0,high,high
5288,24,taste,39,beans,2.8,6.0,low,high
5289,24,taste,40,avocado,2.7,4.0,low,low
5290,24,taste,41,pear,2.32,8.0,high,high
5291,24,taste,42,pizza,3.34,1.0,high,low
5292,24,taste,43,tofu,2.18,9.0,low,high
5293,24,taste,44,cucumber,1.52,10.0,low,high
5294,24,taste,45,avocado,1.36,2.0,low,low
5295,24,taste,46,popcorn,1.9,1.0,low,low
5296,24,taste,47,cookie,3.89,4.0,high,high
5297,24,taste,48,beans,2.01,3.0,low,high
5298,24,taste,49,toast,1.35,6.0,high,high
5299,24,taste,50,oatmeal,2.06,10.0,high,low
5300,24,taste,51,candy,1.78,7.0,high,low
5301,24,taste,52,spinach,2.15,6.0,low,low
5302,24,taste,53,eggs,1.64,2.0,low,low
5303,24,taste,54,cucumber,3.21,10.0,low,high
5304,24,taste,55,cheese,3.32,4.0,high,low
5305,24,taste,56,granola,1.52,9.0,low,low
5306,24,taste,57,cookie,2.25,1.0,high,high
5307,24,taste,58,watermelon,0.67,9.0,low,high
5308,24,taste,59,cucumber,2.44,1.0,low,high
5309,24,taste,60,beef,0.71,6.0,high,high
5310,24,taste,61,salmon,2.54,3.0,low,low
5311,24,taste,62,popcorn,0.86,4.0,low,low
5312,24,taste,63,avocado,1.08,9.0,low,low
5313,24,taste,64,spinach,2.9,6.0,low,low
5314,24,taste,65,banana,2.72,7.0,low,low
5315,24,taste,66,yogurt,3.43,1.0,low,high
5316,24,taste,67,pasta,3.72,4.0,low,high
5317,24,taste,68,chicken,3.51,7.0,low,low
5318,24,taste,69,cookie,2.47,2.0,high,high
5319,24,taste,70,chicken,2.33,9.0,low,low
5320,24,taste,71,carrot,,,high,high
5321,24,taste,72,spinach,3.41,8.0,low,low
5322,24,taste,73,beans,1.63,1.0,low,high
5323,24,taste,74,peach,1.72,7.0,high,low
5324,24,taste,75,toast,3.57,3.0,high,high
5325,24,choice,1,toast,1.13,5.0,high,high
5326,24,choice,2,mango,2.28,7.0,low,low
5327,24,choice,3,milk,2.11,2.0,low,high
5328,24,choice,4,banana,3.86,6.0,low,low
5329,24,choice,5,popcorn,1.07,7.0,low,low
5330,24,choice,6,steak,,,high,low
5331,24,choice,7,peach,2.4,1.0,high,low
5332,24,choice,8,milk,1.67,4.0,low,high
5333,24,choice,9,rice,3.79,2.0,low,low
5334,24,choice,10,yogurt,1.63,10.0,low,high
5335,24,choice,11,syrup,0.78,1.0,low,low
5336,24,choice,12,tofu,3.72,1.0,low,high
5337,24,choice,13,mango,1.24,2.0,low,low
5338,24,choice,14,spinach,1.33,5.0,low,low
5339,24,choice,15,carrot,3.48,6.0,high,high
